"Serotype","Latitude","Longitude","Diagnosis.status","Animal.type","Species","Observation_date","Host_category"
"H5N5 HPAI",53.54,-2.08,"Confirmed","Wild","Eurasian Sparrowhawk:accipiter Nisus(Accipitridae)",2024-02-20,"wild_bird"
"H5N5 HPAI",34.8963,136.8548,"Confirmed","Wild","Common Pochard (Aythya Ferina)",2024-02-20,"wild_bird"
"H5N5 HPAI",53.67,-0.67,"Confirmed","Wild","Buzzard",2024-02-19,"wild_bird"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-19,"wild_bird"
"H7N7 LPAI",23.345418,121.329535,"Confirmed","Environmental sample","Unspecified Bird",2024-02-18,"environment"
"H5 HPAI",58.54871,6.3041,"Confirmed","Domestic","Unspecified Bird",2024-02-17,"poultry"
"H5N5 HPAI",54.88,8.31,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2024-02-15,"wild_bird"
"H7N6 LPAI",22.883611,120.200694,"Confirmed","Environmental sample","Unspecified Bird",2024-02-14,"environment"
"H5 HPAI",-7.6063,-78.0413,"Confirmed","Domestic","Unspecified Bird",2024-02-14,"poultry"
"H5N6 HPAI",52.212231,18.195443,"Confirmed","Domestic","Unspecified Bird",2024-02-13,"poultry"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-13,"wild_bird"
"HPAI",-51.70057,-57.907833,"Confirmed","Wild","Southern Fulmar (Fulmarus Glacialoides)",2024-02-12,"wild_bird"
"H5N6 HPAI",31.4168,130.3232,"Confirmed","Domestic","Unspecified Bird",2024-02-10,"poultry"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-10,"wild_bird"
"H5N6 HPAI",36.905833,127.015498,"Confirmed","Domestic","Unspecified Bird",2024-02-09,"poultry"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Corvidae (Incognita)",2024-02-09,"wild_bird"
"H5N6 HPAI",36.905833,127.015498,"Confirmed","Domestic","Duck",2024-02-08,"poultry"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-07,"wild_bird"
"HPAI",-51.686168,-57.77147,"Confirmed","Wild","Gentoo Penguin (Pygoscelis Papua)",2024-02-06,"wild_bird"
"H5N6 HPAI",35.314396,128.682956,"Confirmed","Wild","Great Cormorant (Phalacrocorax Carbo)",2024-02-06,"wild_bird"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-06,"wild_bird"
"H5N6 HPAI",35.314396,128.682956,"Confirmed","Wild","Unspecified Bird",2024-02-06,"wild_bird"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-02-05,"wild_bird"
"H5 HPAI",-6.98055,-79.64496,"Confirmed","Domestic","Unspecified Bird",2024-02-04,"poultry"
"H5 HPAI",37,127.266667,"Confirmed","Environmental sample","Unspecified Bird",2024-02-01,"environment"
"H5 HPAI",-7.148378,-79.446937,"Confirmed","Domestic","Chicken",2024-02-01,"poultry"
"H5 HPAI",33.51639,126.883305,"Confirmed","Wild","Unspecified Bird",2024-01-30,"wild_bird"
"H7N1 LPAI",25.119111,121.470917,"Confirmed","Environmental sample","Unspecified Bird",2024-01-30,"environment"
"H5 HPAI",36.633333,127.483333,"Confirmed","Wild","Unspecified Bird",2024-01-29,"wild_bird"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-26,"wild_bird"
"H5 HPAI",41.768611,140.728889,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-26,"wild_bird"
"H5N6 HPAI",35.048455,126.446061,"Confirmed","Domestic","Unspecified Bird",2024-01-25,"poultry"
"HPAI",-51.7,-61.3,"Confirmed","Wild","Arctic Skua (Or Parasitic Jaeger)",2024-01-25,"wild_bird"
"H5 HPAI",32.803056,130.707778,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-23,"wild_bird"
"H5N5 HPAI",32.803,130.7078,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-23,"wild_bird"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-22,"wild_bird"
"H5 HPAI",-64.155851,-60.955285,"Confirmed","Wild","Arctic Skua (Or Parasitic Jaeger)",2024-01-21,"wild_bird"
"H7N1 LPAI",24.85,121.816667,"Confirmed","Environmental sample","Unspecified Bird",2024-01-21,"environment"
"H7N1 LPAI",24.85,121.816667,"Confirmed","Environmental sample","Unspecified Bird",2024-01-21,"environment"
"H5N5 HPAI",42.98489,144.38172,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-18,"wild_bird"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Crow",2024-01-18,"wild_bird"
"H5N5 HPAI",42.9848,144.3813,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-18,"wild_bird"
"H5 HPAI",-6.83086,-79.79255,"Confirmed","Domestic","Unspecified Bird",2024-01-18,"poultry"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-17,"wild_bird"
"H5N6 HPAI",37.78,-122.264,"Confirmed","Wild","Scolopacidae (Unidentified):Scolopacidae (Incognita)(Scolopacidae)",2024-01-17,"wild_bird"
"H5 HPAI",-12.18,-76.93,"Confirmed","Domestic","Unspecified Bird",2024-01-17,"poultry"
"H5N6 HPAI",35.084862,126.844663,"Confirmed","Domestic","Unspecified Bird",2024-01-16,"poultry"
"H5 HPAI",32.928056,130.559444,"Confirmed","Wild","Peregrin Falcon:falco Peregrinus(Falconidae)",2024-01-16,"wild_bird"
"H5N5 HPAI",54.470038,9.51416,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2024-01-16,"wild_bird"
"H5N5 HPAI",54.470038,9.51416,"Confirmed","Wild","Anatidae (Incognita)",2024-01-16,"wild_bird"
"H5N5 HPAI",32.9353,130.5632,"Confirmed","Wild","Peregrin Falcon:falco Peregrinus(Falconidae)",2024-01-16,"wild_bird"
"H5N6 HPAI",35.12,126.91,"Confirmed","Wild","Goose",2024-01-16,"wild_bird"
"H5 HPAI",46.912483,-1.101237,"Confirmed","Domestic","Unspecified Bird",2024-01-15,"poultry"
"H5N5 HPAI",61.1103,6.1299,"Confirmed","Wild","White Tailed Eagle (Haliaeetus Albicilla)",2024-01-15,"wild_bird"
"H7N1 LPAI",33.478943,126.866816,"Confirmed","Environmental sample","Unspecified Bird",2024-01-15,"environment"
"H5N5 HPAI",54.470038,9.51416,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2024-01-12,"wild_bird"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-12,"wild_bird"
"H5 HPAI",-44.041,-65.21,"Confirmed","Wild","South American Sea Lion (Otaria Flavescens)",2024-01-12,"wild_mammal"
"H5 HPAI",43.061944,141.354444,"Confirmed","Wild","Crow",2024-01-11,"wild_bird"
"H5 HPAI",-33.5,22.5,"Confirmed","Domestic","Ostrich",2024-01-11,"poultry"
"HPAI",-52.432513,-59.118569,"Confirmed","Wild","Gentoo Penguin (Pygoscelis Papua)",2024-01-11,"wild_bird"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Corvidae (Incognita)",2024-01-11,"wild_bird"
"H5 HPAI",46.922863,-1.090091,"Confirmed","Domestic","Unspecified Bird",2024-01-10,"poultry"
"H5N6 HPAI",35.0866,127.146111,"Confirmed","Wild","Mandarin Duck:aix Galericulata(Anatidae)",2024-01-10,"wild_bird"
"H5N6 HPAI",35.157154,126.73513,"Confirmed","Wild","Mandarin Duck:aix Galericulata(Anatidae)",2024-01-10,"wild_bird"
"H5N6 HPAI",35.309293,128.608634,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2024-01-10,"wild_bird"
"H5N6 HPAI",35.0866,127.146111,"Confirmed","Wild","Mandarin Duck:aix Galericulata(Anatidae)",2024-01-10,"wild_bird"
"H5N6 HPAI",35.0866,127.146111,"Confirmed","Wild","Mandarin Duck:aix Galericulata(Anatidae)",2024-01-10,"wild_bird"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-09,"wild_bird"
"H7N6 HPAI",-25.8,28.7,"Confirmed","Domestic","Unspecified Bird",2024-01-09,"poultry"
"H5N6 HPAI",37.100408,127.488778,"Confirmed","Domestic","Unspecified Bird",2024-01-08,"poultry"
"H5N5 HPAI",43.0619,141.3544,"Confirmed","Wild","Large-Billed Crow (Corvus Macrorhynchos)",2024-01-08,"wild_bird"
"H5N6 HPAI",37.100408,127.488778,"Confirmed","Domestic","Chicken",2024-01-08,"poultry"
"H5N6 HPAI",37.100408,127.488778,"Confirmed","Domestic","Chicken",2024-01-08,"poultry"
"H5 HPAI",46.752299,-1.808145,"Confirmed","Domestic","Unspecified Bird",2024-01-05,"poultry"
"H5 HPAI",-6.49992,-80.00754,"Confirmed","Domestic","Unspecified Bird",2024-01-05,"poultry"
"H5N6 HPAI",34.989722,126.471389,"Confirmed","Domestic","Unspecified Bird",2024-01-03,"poultry"
"H5N5 HPAI",54.470038,9.51416,"Confirmed","Wild","Anatidae (Incognita)",2024-01-03,"wild_bird"
"H5N5 HPAI",54.470038,9.51416,"Confirmed","Wild","Anatidae (Incognita)",2024-01-03,"wild_bird"
"H5 HPAI",46.757468,-1.90029,"Confirmed","Domestic","Unspecified Bird",2024-01-02,"poultry"
"H5 HPAI",-7.190003,-78.427834,"Confirmed","Domestic","Unspecified Bird",2024-01-02,"poultry"
"H7N7 LPAI",23.029446,120.138055,"Confirmed","Environmental sample","Unspecified Bird",2024-01-01,"environment"
"H5N5 HPAI",46.25,-63.11,"Confirmed","Wild","Crow",2024-01-01,"wild_bird"
"H5 HPAI",53.55,-113.49,"Confirmed","Wild","Great Horned Owl (Bubo Virginianus)",2024-01-01,"wild_bird"
"H5N6 HPAI",33.461806,126.935472,"Confirmed","Wild","Northern Shoveler",2023-12-26,"wild_bird"
"H5N6 HPAI",34.74343,127.072063,"Confirmed","Domestic","Unspecified Bird",2023-12-25,"poultry"
"H5N6 HPAI",34.74343,127.072063,"Confirmed","Domestic","Duck",2023-12-25,"poultry"
"H5N6 HPAI",34.74343,127.072063,"Confirmed","Domestic","Duck",2023-12-25,"poultry"
"H5 HPAI",-3.629381,-80.201948,"Confirmed","Domestic","Unspecified Bird",2023-12-25,"poultry"
"H5 HPAI",-3.500756,-80.392133,"Confirmed","Wild","Magnificent Frigatebird (Fregata Magnificens)",2023-12-24,"wild_bird"
"H5 HPAI",-6.4334,-79.89978,"Confirmed","Domestic","Unspecified Bird",2023-12-23,"poultry"
"H5 HPAI",48.5131,26.3183,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2023-12-22,"wild_bird"
"H5N6 HPAI",36.137472,128.351748,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2023-12-22,"wild_bird"
"H5N6 HPAI",36.137472,128.351748,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2023-12-22,"wild_bird"
"H5N6 HPAI",36.137472,128.351748,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2023-12-21,"wild_bird"
"H5 HPAI",58.967811,16.207741,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2023-12-21,"wild_bird"
"H5N3 LPAI",37.764202,126.749723,"Confirmed","Environmental sample","Unspecified Bird",2023-12-20,"environment"
"H5 HPAI",34.495122,126.920547,"Confirmed","Domestic","Unspecified Bird",2023-12-20,"poultry"
"H5 HPAI",9.11415,-74.59468,"Confirmed","Domestic","Unspecified Bird",2023-12-19,"poultry"
"H5N6 HPAI",35.753928,126.792043,"Confirmed","Environmental sample","Unspecified Bird",2023-12-19,"environment"
"H5N6 HPAI",35.678786,126.893261,"Confirmed","Wild","Unspecified Bird",2023-12-19,"wild_bird"
"H5N6 HPAI",36.042458,126.970689,"Confirmed","Domestic","Unspecified Bird",2023-12-19,"poultry"
"H5N6 HPAI",35.678786,126.893261,"Confirmed","Environmental sample","Unspecified Bird",2023-12-19,"environment"
"H5N6 HPAI",35.678786,126.893261,"Confirmed","Environmental sample","Unspecified Bird",2023-12-19,"environment"
"H5 HPAI",50.979032,2.534081,"Confirmed","Domestic","Unspecified Bird",2023-12-18,"poultry"
"H5N6 HPAI",35.740289,126.844229,"Confirmed","Domestic","Unspecified Bird",2023-12-18,"poultry"
"H7N6 HPAI",-25.7,28.7,"Confirmed","Domestic","Unspecified Bird",2023-12-18,"poultry"
"H5 HPAI",-7.1523,-79.40956,"Confirmed","Domestic","Unspecified Bird",2023-12-18,"poultry"
"H5 HPAI",-7.720125,-78.0413,"Confirmed","Domestic","Unspecified Bird",2023-12-16,"poultry"
"H5N6 LPAI",35.6894,126.6954,"Confirmed","Domestic","Unspecified Bird",2023-12-15,"poultry"
"H5N6 LPAI",35.6894,126.6954,"Confirmed","Domestic","Unspecified Bird",2023-12-15,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-14,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-14,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-14,"poultry"
"H5 HPAI",34.69,135.195556,"Confirmed","Wild","Harris's Hawk (Parabuteo Unicinctus)",2023-12-14,"wild_bird"
"HPAI",20.334636,105.795123,"Confirmed","Domestic","Unspecified Bird",2023-12-14,"poultry"
"H5N3 LPAI",35.17445,126.743944,"Confirmed","Environmental sample","Unspecified Bird",2023-12-13,"environment"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-13,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-13,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-13,"poultry"
"H5N6 LPAI",35.798965,126.910141,"Confirmed","Domestic","Unspecified Bird",2023-12-13,"poultry"
"H5N3 LPAI",37.27771,126.988581,"Confirmed","Environmental sample","Unspecified Bird",2023-12-13,"environment"
"H5N3 LPAI",37.857894,126.776116,"Confirmed","Environmental sample","Unspecified Bird",2023-12-12,"environment"
"H5N6 LPAI",36.022846,126.989411,"Confirmed","Domestic","Unspecified Bird",2023-12-12,"poultry"
"H5N3 LPAI",36.5,126.75,"Confirmed","Environmental sample","Unspecified Bird",2023-12-12,"environment"
"H5N6 HPAI",36.103012,126.962147,"Confirmed","Domestic","Unspecified Bird",2023-12-11,"poultry"
"H5N6 HPAI",35.825669,127.010108,"Confirmed","Domestic","Unspecified Bird",2023-12-11,"poultry"
"H5N6 HPAI",35.861783,126.994941,"Confirmed","Domestic","Unspecified Bird",2023-12-11,"poultry"
"H5N6 HPAI",35.045291,126.589362,"Confirmed","Environmental sample","Unspecified Bird",2023-12-11,"environment"
"H7N6 HPAI",-23,28.7,"Confirmed","Domestic","Unspecified Bird",2023-12-11,"poultry"
"H5N6 HPAI",36.7749,126.920619,"Confirmed","Domestic","Unspecified Bird",2023-12-08,"poultry"
"H5N6 HPAI",35.831225,126.983408,"Confirmed","Domestic","Unspecified Bird",2023-12-08,"poultry"
"H5N6 HPAI",36.139473,128.352683,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2023-12-08,"wild_bird"
"H5N3 LPAI",36.974506,127.185008,"Confirmed","Environmental sample","Unspecified Bird",2023-12-07,"environment"
"H5N6 HPAI",35.943889,126.954444,"Confirmed","Domestic","Unspecified Bird",2023-12-06,"poultry"
"H5N6 HPAI",35.943889,126.955,"Confirmed","Domestic","Unspecified Bird",2023-12-06,"poultry"
"H5N6 HPAI",36.046602,126.933058,"Confirmed","Domestic","Unspecified Bird",2023-12-06,"poultry"
"H5N6 HPAI",35.105919,128.444636,"Confirmed","Wild","Mallard:anas Platyrhynchos(Anatidae)",2023-12-06,"wild_bird"
"H5 HPAI",47.768004,-2.777509,"Confirmed","Domestic","Unspecified Bird",2023-12-06,"poultry"
"H5N6 HPAI",33.2636,130.3008,"Confirmed","Wild","Peregrin Falcon:falco Peregrinus(Falconidae)",2023-12-06,"wild_bird"
"H5 HPAI",-6.88513,-79.56961,"Confirmed","Domestic","Unspecified Bird",2023-12-06,"poultry"
"H5N6 HPAI",34.989722,126.471389,"Confirmed","Domestic","Unspecified Bird",2023-12-05,"poultry"
"H5N6 HPAI",36.125169,127.005255,"Confirmed","Domestic","Unspecified Bird",2023-12-05,"poultry"
"H5N6 HPAI",34.989722,126.471389,"Confirmed","Domestic","Unspecified Bird",2023-12-05,"poultry"
"H7N7 LPAI",35.10364,128.945046,"Confirmed","Captive","Unspecified Bird",2023-12-05,"captive_bird"
"H7N1 LPAI",35.922158,127.069971,"Confirmed","Environmental sample","Unspecified Bird",2023-12-05,"environment"
"H5N3 LPAI",36.798289,127.010913,"Confirmed","Environmental sample","Unspecified Bird",2023-12-05,"environment"
"H5N3 LPAI",35.922158,127.069971,"Confirmed","Environmental sample","Unspecified Bird",2023-12-05,"environment"
"H5N3 LPAI",36.5,126.75,"Confirmed","Environmental sample","Unspecified Bird",2023-12-05,"environment"
"H5N6 HPAI",35.609172,126.84988,"Confirmed","Wild","Mandarin Duck:aix Galericulata(Anatidae)",2023-12-04,"wild_bird"
"H5 HPAI",47.950063,-2.756737,"Confirmed","Domestic","Unspecified Bird",2023-12-04,"poultry"
"H5N6 LPAI",35.045291,126.589362,"Confirmed","Environmental sample","Unspecified Bird",2023-12-04,"environment"
"H5 LPAI",34.689112,126.363279,"Confirmed","Environmental sample","Unspecified Bird",2023-12-04,"environment"
"H5N3 LPAI",36.781667,126.452222,"Confirmed","Environmental sample","Unspecified Bird",2023-12-04,"environment"
"H5N6 HPAI",34.616667,127.283333,"Confirmed","Domestic","Duck",2023-12-03,"poultry"
"H5 HPAI",47.787503,-2.803607,"Confirmed","Domestic","Unspecified Bird",2023-12-02,"poultry"
"H5 HPAI",-8.137653,-79.021525,"Confirmed","Domestic","Unspecified Bird",2023-12-02,"poultry"
"H5 HPAI",-6.88488,-79.56981,"Confirmed","Domestic","Unspecified Bird",2023-12-01,"poultry"
"H5N3 LPAI",35.066667,127.75,"Confirmed","Environmental sample","Unspecified Bird",2023-11-30,"environment"
"H5 HPAI",-7.16726,-79.42608,"Confirmed","Domestic","Unspecified Bird",2023-11-30,"poultry"
"H5 HPAI",-16.677189,-71.865679,"Confirmed","Domestic","Unspecified Bird",2023-11-30,"poultry"
"H5 HPAI",9.11463,-74.59422,"Confirmed","Domestic","Unspecified Bird",2023-11-29,"poultry"
"H5N3 LPAI",35.919647,126.845607,"Confirmed","Environmental sample","Unspecified Bird",2023-11-29,"environment"
"H5N3 LPAI",37.127926,126.904562,"Confirmed","Environmental sample","Unspecified Bird",2023-11-29,"environment"
"H5 HPAI",-7.16736,-79.42611,"Confirmed","Domestic","Unspecified Bird",2023-11-29,"poultry"
"H5 HPAI",9.114801,-74.59617,"Confirmed","Domestic","Unspecified Bird",2023-11-28,"poultry"
"H5 HPAI",9.11447,-74.59647,"Confirmed","Domestic","Unspecified Bird",2023-11-28,"poultry"
"H5N3 LPAI",37.86666,126.8,"Confirmed","Environmental sample","Unspecified Bird",2023-11-28,"environment"
"H5N3 LPAI",36.781667,126.452222,"Confirmed","Environmental sample","Unspecified Bird",2023-11-28,"environment"
"H5 HPAI",50.18814,1.777172,"Confirmed","Domestic","Unspecified Bird",2023-11-28,"poultry"
"H5 HPAI",-9.523236,-77.512809,"Confirmed","Domestic","Unspecified Bird",2023-11-28,"poultry"
"H5 HPAI",-6.51142,-79.95916,"Confirmed","Domestic","Unspecified Bird",2023-11-28,"poultry"
"HPAI",-51.024404,-61.23627,"Confirmed","Wild","Black-Browed Albatross (Thalassarche Melanophris)",2023-11-28,"wild_bird"
"H5 HPAI",43.716,28.064,"Confirmed","Domestic","Unspecified Bird",2023-11-27,"poultry"
"H5N3 LPAI",37.30655,126.947417,"Confirmed","Environmental sample","Unspecified Bird",2023-11-27,"environment"
"H5 LPAI",37.482533,129.113855,"Confirmed","Wild","Unspecified Bird",2023-11-27,"wild_bird"
"H5N3 LPAI",36.781667,126.452222,"Confirmed","Environmental sample","Unspecified Bird",2023-11-27,"environment"
"H5 HPAI",-26,28.4,"Confirmed","Domestic","Unspecified Bird",2023-11-27,"poultry"
"H5 HPAI",-29.2,29.9,"Confirmed","Domestic","Unspecified Bird",2023-11-27,"poultry"
"H5 HPAI",-6.54261,-79.97488,"Confirmed","Domestic","Unspecified Bird",2023-11-27,"poultry"
"H5 HPAI",47.78511,-2.803244,"Confirmed","Domestic","Turkey",2023-11-26,"poultry"
"H5 HPAI",9.11466,-74.59487,"Confirmed","Domestic","Unspecified Bird",2023-11-26,"poultry"
"H5 HPAI",47.78511,-2.803244,"Confirmed","Domestic","Turkey",2023-11-26,"poultry"
"H7N6 HPAI",-25.9,27.5,"Confirmed","Domestic","Unspecified Bird",2023-11-24,"poultry"
"H5 HPAI",-12.230015,-76.898318,"Confirmed","Domestic","Unspecified Bird",2023-11-24,"poultry"
"H5N3 LPAI",35.922158,127.069971,"Confirmed","Environmental sample","Unspecified Bird",2023-11-21,"environment"
"H5N3 LPAI",36.781667,126.452222,"Confirmed","Environmental sample","Unspecified Bird",2023-11-20,"environment"
"H5 HPAI",-17.141547,-71.222851,"Confirmed","Wild","Peruvian Booby (Sula Variegata)",2023-11-20,"wild_bird"
"H5 HPAI",-12.230457,-76.897978,"Confirmed","Domestic","Unspecified Bird",2023-11-20,"poultry"
"HPAI",-51.342778,-60.180556,"Confirmed","Wild","Black-Browed Albatross (Thalassarche Melanophris)",2023-11-20,"wild_bird"
"H5 HPAI",10.526338,-74.65622,"Confirmed","Domestic","Unspecified Bird",2023-11-19,"poultry"
"H5 HPAI",-13.386188,-76.151,"Confirmed","Domestic","Unspecified Bird",2023-11-19,"poultry"
"H5 HPAI",-13.386242,-76.151945,"Confirmed","Domestic","Unspecified Bird",2023-11-19,"poultry"
"H5 HPAI",9.114282,-74.59791,"Confirmed","Domestic","Unspecified Bird",2023-11-17,"poultry"
"H5N5 HPAI",63.96,-21.05,"Confirmed","Wild","Common Raven (Corvus Corax)",2023-11-17,"wild_bird"
"H5 HPAI",10.627126,-74.71991,"Confirmed","Domestic","Unspecified Bird",2023-11-16,"poultry"
"H5 HPAI",-12.230037,-76.898313,"Confirmed","Domestic","Unspecified Bird",2023-11-16,"poultry"
"H5 HPAI",-8.12791,-78.98836,"Confirmed","Domestic","Unspecified Bird",2023-11-16,"poultry"
"H5 HPAI",10.593684,-74.62254,"Confirmed","Domestic","Unspecified Bird",2023-11-15,"poultry"
"H5 HPAI",-12.23034,-76.898294,"Confirmed","Domestic","Unspecified Bird",2023-11-15,"poultry"
"H5 HPAI",43.476,27.866,"Confirmed","Domestic","Unspecified Bird",2023-11-14,"poultry"
"H5 HPAI",-7.132348,-78.528307,"Confirmed","Domestic","Unspecified Bird",2023-11-14,"poultry"
"H5N3 LPAI",34.950556,127.4875,"Confirmed","Environmental sample","Unspecified Bird",2023-11-13,"environment"
"HPAI",-51.303056,-59.629444,"Confirmed","Wild","Southern Fulmar (Fulmarus Glacialoides)",2023-11-13,"wild_bird"
"H5N5 HPAI",62.7375,7.1591,"Confirmed","Wild","White Tailed Eagle (Haliaeetus Albicilla)",2023-11-12,"wild_bird"
"H5 HPAI",-6.75908,-79.78009,"Confirmed","Domestic","Unspecified Bird",2023-11-12,"poultry"
"H5 HPAI",10.593168,-74.62234,"Confirmed","Domestic","Unspecified Bird",2023-11-10,"poultry"
"H5 HPAI",50.43,-104.62,"Confirmed","Wild","Rough-Legged Hawk",2023-11-10,"wild_bird"
"H5 HPAI",50.43,-104.62,"Confirmed","Wild","Common Goldeneye:bucephala Clangula(Anatidae)",2023-11-10,"wild_bird"
"H5 HPAI",-6.69265,-79.85853,"Confirmed","Domestic","Unspecified Bird",2023-11-10,"poultry"
"H5N5 HPAI",54.85,8.62,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2023-11-09,"wild_bird"
"H7N6 HPAI",-25.9,27.5,"Confirmed","Domestic","Unspecified Bird",2023-11-09,"poultry"
"H7N6 HPAI",-28,26.6,"Confirmed","Domestic","Unspecified Bird",2023-11-09,"poultry"
"H5 HPAI",43.528,27.771,"Confirmed","Domestic","Unspecified Bird",2023-11-08,"poultry"
"H5 HPAI",-6.61146,-79.9278,"Confirmed","Domestic","Unspecified Bird",2023-11-08,"poultry"
"H5 HPAI",-6.49793,-79.95547,"Confirmed","Domestic","Unspecified Bird",2023-11-08,"poultry"
"H5 HPAI",43.528,27.771,"Confirmed","Domestic","Unspecified Bird",2023-11-07,"poultry"
"H5N3 LPAI",35.922158,127.069971,"Confirmed","Environmental sample","Unspecified Bird",2023-11-07,"environment"
"H5 HPAI",-34.4031,-53.7807,"Confirmed","Wild","South American Sea Lion (Otaria Flavescens)",2023-11-06,"wild_mammal"
"H5 HPAI",-34.4031,-53.7807,"Confirmed","Wild","South America Fur Seal (Arctophoca Australis)",2023-11-06,"wild_mammal"
