"Serotype","Latitude","Longitude","Diagnosis.status","Animal.type","Species","Observation_date","Host_category"
"H5N1 HPAI",51.26908,4.19419,"Confirmed","Wild","Common Wood-Pigeon:columba Palumbus(Columbidae)",2022-01-28,"wild_bird"
"H5N1 HPAI",50.983757,4.410715,"Confirmed","Wild","Buzzard",2022-01-31,"wild_bird"
"H5N1 HPAI",51.19839,4.43707,"Confirmed","Wild","Gull",2022-01-21,"wild_bird"
"H5N1 HPAI",51.19639,5.02911,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-01-23,"wild_bird"
"H5N1 HPAI",51.30528,4.39872,"Confirmed","Wild","Barnacle Goose:branta Leucopsis(Anatidae)",2022-01-30,"wild_bird"
"H5N1 HPAI",50.82357,4.66296,"Confirmed","Wild","Anserinae (Unidentified):Anserinae (Incognita)(Anatidae)",2022-01-26,"wild_bird"
"H5N1 HPAI",46.735928,23.356883,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-02-03,"wild_bird"
"H5N1 HPAI",48.031,10.877,"Confirmed","Wild","Swan",2022-02-03,"wild_bird"
"H5N1 HPAI",48.6889,11.3384,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",48.11,10.86,"Confirmed","Wild","Swan",2022-02-02,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-30,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-27,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-27,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-28,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-23,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2021-12-21,"wild_bird"
"H5N1 HPAI",35.145,-76.758,"Confirmed","Wild","Gadwall",2022-01-20,"wild_bird"
"H5N1 HPAI",35.145,-76.758,"Confirmed","Wild","Goose",2022-01-20,"wild_bird"
"H5N1 HPAI",35.15,-76.67,"Confirmed","Wild","Northern Pintail (Anas Acuta)",2022-01-20,"wild_bird"
"H5N1 HPAI",32.596,-80.459,"Confirmed","Wild","American Wigeon",2021-12-30,"wild_bird"
"H5N1 HPAI",32.596,-80.459,"Confirmed","Wild","Teal",2021-12-30,"wild_bird"
"H5N1 HPAI",44.68781,11.571362,"Confirmed","Wild","Northern Pintail (Anas Acuta)",2022-11-03,"wild_bird"
"H5N1 HPAI",49.449784,13.831225,"Confirmed","Domestic","Unspecified Bird",2022-01-05,"poultry"
"H5N1 HPAI",48.969039,15.989394,"Confirmed","Domestic","Unspecified Bird",2022-01-02,"poultry"
"H5N1 HPAI",50.406178,13.629673,"Confirmed","Domestic","Unspecified Bird",2022-01-03,"poultry"
"H5N1 HPAI",49.31215,13.885475,"Confirmed","Domestic","Unspecified Bird",2022-01-13,"poultry"
"H5N1 HPAI",49.613516,13.359422,"Confirmed","Domestic","Unspecified Bird",2022-02-02,"poultry"
"H5N1 HPAI",49.138017,17.503169,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-29,"wild_bird"
"H5N1 HPAI",49.890914,14.401159,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-11,"wild_bird"
"H5N1 HPAI",47.757,18.176,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-02-07,"wild_bird"
"H5N1 HPAI",48.59,16.99,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-14,"wild_bird"
"H5N1 HPAI",55.5278,11.3745,"Confirmed","Domestic","Turkey",2022-01-02,"poultry"
"H5N1 HPAI",48.4947,16.9587,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.590889,9.416785,"Confirmed","Wild","Anatidae (Incognita)",2021-11-24,"wild_bird"
"H5N1 HPAI",54.084,9.066,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",53.892,9.125,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",53.608568,9.629876,"Confirmed","Wild","Anatidae (Incognita)",2022-01-01,"wild_bird"
"H5N1 HPAI",54.3322,9.003,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.757884,9.879052,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-02,"wild_bird"
"H5N1 HPAI",54.757884,9.879052,"Confirmed","Wild","Anatidae (Incognita)",2022-01-02,"wild_bird"
"H5N1 HPAI",54.773524,9.941108,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-07,"wild_bird"
"H5N1 HPAI",54.15,8.975,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.7669,9.659,"Confirmed","Wild","Anatidae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",54.428,10.366,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.428,10.366,"Confirmed","Wild","Swan",2022-01-05,"wild_bird"
"H5N1 HPAI",54.156,10.011,"Confirmed","Wild","Anatidae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",54.426,10.122,"Confirmed","Wild","Anatidae (Incognita)",2022-01-07,"wild_bird"
"H5N1 HPAI",53.695,9.585,"Confirmed","Wild","Anatidae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",54.072446,9.043203,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.021,9.04,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",53.801,10.263,"Confirmed","Wild","Swan",2022-01-10,"wild_bird"
"H5N1 HPAI",53.8355,9.96,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.2989,9.7165,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.785913,9.724848,"Confirmed","Wild","Heron",2022-01-01,"wild_bird"
"H5N1 HPAI",53.968917,9.851275,"Confirmed","Wild","Anatidae (Incognita)",2021-12-31,"wild_bird"
"H5N1 HPAI",53.729,9.578,"Confirmed","Wild","Anatidae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",53.86736,10.262301,"Confirmed","Wild","Anatidae (Incognita)",2021-12-28,"wild_bird"
"H5N1 HPAI",53.684,9.661,"Confirmed","Wild","Anatidae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",53.934,9.514,"Confirmed","Wild","Accipitridae (Incognita)",2022-01-04,"wild_bird"
"H5N1 HPAI",54.137789,8.87106,"Confirmed","Wild","Accipitridae (Incognita)",2021-12-29,"wild_bird"
"H5N1 HPAI",54.137789,8.87106,"Confirmed","Wild","Anatidae (Incognita)",2021-12-29,"wild_bird"
"H5N1 HPAI",54.157526,8.834017,"Confirmed","Wild","Anatidae (Incognita)",2021-12-29,"wild_bird"
"H5N1 HPAI",54.157526,8.834017,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2021-12-29,"wild_bird"
"H5N1 HPAI",54.773,9.941,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",53.914,9.72,"Confirmed","Wild","Scolopacidae (Unidentified):Scolopacidae (Incognita)(Scolopacidae)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.95845,9.609126,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.956,9.715,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.472906,9.025011,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.472906,9.025011,"Confirmed","Wild","Cormorant",2022-01-06,"wild_bird"
"H5N1 HPAI",54.8438,9.5324,"Confirmed","Wild","Anatidae (Incognita)",2022-01-03,"wild_bird"
"H5N1 HPAI",54.503633,9.710846,"Confirmed","Wild","Swan",2022-01-05,"wild_bird"
"H5N1 HPAI",53.616519,10.456974,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",53.866,9.32,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.716466,10.407325,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.128892,8.880377,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.128892,8.880377,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.9407,9.0908,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.237236,9.090539,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",54.55,13.223,"Confirmed","Wild","Swan",2022-02-04,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-05,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-10,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-10,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-10,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-10,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Crow",2022-01-05,"wild_bird"
"H5N1 HPAI",53.3378,7.478,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.692,7.7556,"Confirmed","Wild","Anatidae (Incognita)",2022-02-04,"wild_bird"
"H5N1 HPAI",53.1323,7.98683,"Confirmed","Wild","Anatidae (Incognita)",2022-02-04,"wild_bird"
"H5N1 HPAI",53.3013,7.7384,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",53.2254,7.45376,"Confirmed","Wild","Anatidae (Incognita)",2022-02-04,"wild_bird"
"H5N1 HPAI",36.788949,126.931809,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2022-02-09,"poultry"
"H5N1 HPAI",36.779789,127.409825,"Confirmed","Domestic","Unspecified Bird",2022-02-08,"poultry"
"H5N1 HPAI",36.764556,126.751142,"Confirmed","Domestic","Common Quail:coturnix Coturnix(Phasianidae)",2022-02-08,"poultry"
"H5N1 HPAI",35.567628,126.765387,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",36.8944,127.4676,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",37.106142,127.00946,"Confirmed","Domestic","Chicken",2022-02-07,"poultry"
"H5N1 HPAI",36.456,126.5915,"Confirmed","Domestic","Unspecified Bird",2022-02-06,"poultry"
"H5N1 HPAI",35.690067,126.719123,"Confirmed","Domestic","Unspecified Bird",2022-02-04,"poultry"
"H5N1 HPAI",35.658605,126.766157,"Confirmed","Domestic","Unspecified Bird",2022-02-05,"poultry"
"H5N1 HPAI",36.731112,127.137493,"Confirmed","Domestic","Unspecified Bird",2022-02-03,"poultry"
"H5N1 HPAI",38.391,-86.941,"Confirmed","Domestic","Turkey",2022-02-07,"poultry"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",50.604793,5.544734,"Confirmed","Wild","Great Cormorant (Phalacrocorax Carbo)",2022-01-21,"wild_bird"
"H5N1 HPAI",50.8019,3.9473,"Confirmed","Wild","Canada Goose:branta Canadensis(Anatidae)",2022-02-01,"wild_bird"
"H5N1 HPAI",51.26908,4.19419,"Confirmed","Wild","Buzzard",2022-01-28,"wild_bird"
"H5N1 HPAI",51.11199,3.70792,"Confirmed","Wild","Great Cormorant (Phalacrocorax Carbo)",2022-02-02,"wild_bird"
"H5N1 HPAI",51.06,13.78,"Confirmed","Wild","Swan",2022-02-03,"wild_bird"
"H5N1 HPAI",38.263111,127.283286,"Confirmed","Wild","Greater White-Fronted Goose (Anser Albifrons)",2022-02-03,"wild_bird"
"H5N1 HPAI",37.08261,126.88595,"Confirmed","Wild","Unspecified Bird",2022-01-26,"wild_bird"
"H5N1 HPAI",37.122976,126.998688,"Confirmed","Wild","Unspecified Bird",2022-01-25,"wild_bird"
"H5N1 HPAI",35.220096,128.874945,"Confirmed","Wild","Goose",2022-01-27,"wild_bird"
"H5N1 HPAI",38.263111,127.283286,"Confirmed","Wild","Greater White-Fronted Goose (Anser Albifrons)",2022-01-28,"wild_bird"
"H5N1 HPAI",35.222351,128.874395,"Confirmed","Wild","Goose",2022-01-25,"wild_bird"
"H5N1 HPAI",52.15942,6.24741,"Confirmed","Domestic","Unspecified Bird",2022-02-08,"poultry"
"H5N1 HPAI",52.34671,5.66425,"Confirmed","Domestic","Unspecified Bird",2022-02-08,"poultry"
"H5N1 HPAI",36.7884,-5.7637,"Confirmed","Wild","Grey Heron:ardea Cinerea(Ardeidae)",2022-01-25,"wild_bird"
"H5N1 HPAI",37.3356,-5.4373,"Confirmed","Wild","Grey Heron:ardea Cinerea(Ardeidae)",2022-01-20,"wild_bird"
"H5N1 HPAI",37.3356,-5.4373,"Confirmed","Wild","Stork",2022-01-20,"wild_bird"
"H5N1 HPAI",41.618,0.606,"Confirmed","Wild","Stork",2022-01-30,"wild_bird"
"H5N1 HPAI",37.4484,-6.6464,"Confirmed","Wild","Stork",2022-02-07,"wild_bird"
"H5N1 HPAI",37.3735,-6.788,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",37.3749,-6.6616,"Confirmed","Domestic","Unspecified Bird",2022-02-06,"poultry"
"H5N1 HPAI",37.4175,-5.7299,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",41.3517,-4.5334,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",39.140375,-9.305293,"Confirmed","Domestic","Unspecified Bird",2022-02-08,"poultry"
"H5N1 HPAI",54.082,9.964,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",53.905,9.893,"Confirmed","Wild","Anatidae (Incognita)",2022-01-19,"wild_bird"
"H5N1 HPAI",54.406,9.295,"Confirmed","Wild","Strigidae (Unidentified):Strigidae (Incognita)(Strigidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.866,10.257,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",53.969602,9.39816,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.792,9.427,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.672908,9.660282,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.775,9.803,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.645795,9.834625,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.789,9.764,"Confirmed","Wild","Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.18366,10.617857,"Confirmed","Wild","Anatidae (Incognita)",2022-01-25,"wild_bird"
"H5N1 HPAI",54.37,10.105,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",53.921,10.366,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.017,10.357,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.086,9.077,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Crow",2022-01-18,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Strigidae (Unidentified):Strigidae (Incognita)(Strigidae)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.617,8.85,"Confirmed","Wild","Anatidae (Incognita)",2022-01-24,"wild_bird"
"H5N1 HPAI",54.617,8.85,"Confirmed","Wild","Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)",2022-01-24,"wild_bird"
"H5N1 HPAI",53.905,10.694,"Confirmed","Wild","Anatidae (Incognita)",2022-01-21,"wild_bird"
"H5N1 HPAI",53.649735,9.662899,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.76,9.838,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.910567,8.298883,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-28,"wild_bird"
"H5N1 HPAI",53.748,9.636,"Confirmed","Wild","Anatidae (Incognita)",2022-01-25,"wild_bird"
"H5N1 HPAI",53.75612,9.68735,"Confirmed","Wild","Anatidae (Incognita)",2022-01-21,"wild_bird"
"H5N1 HPAI",54.426,10.381,"Confirmed","Wild","Anatidae (Incognita)",2022-01-27,"wild_bird"
"H5N1 HPAI",54.092224,10.031028,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-27,"wild_bird"
"H5N1 HPAI",53.99376,9.56597,"Confirmed","Wild","Anatidae (Incognita)",2022-01-25,"wild_bird"
"H5N1 HPAI",53.917,9.521,"Confirmed","Wild","Anatidae (Incognita)",2022-01-25,"wild_bird"
"H5N1 HPAI",53.876,9.479,"Confirmed","Wild","Anatidae (Incognita)",2022-01-20,"wild_bird"
"H5N1 HPAI",54.288051,9.90793,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.080862,10.268183,"Confirmed","Wild","Anatidae (Incognita)",2022-01-31,"wild_bird"
"H5N1 HPAI",53.99071,9.122109,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",54.183183,9.636147,"Confirmed","Wild","Anatidae (Incognita)",2022-01-31,"wild_bird"
"H5N1 HPAI",54.316,8.932,"Confirmed","Wild","Anatidae (Incognita)",2022-02-02,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-26,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Crow",2022-01-26,"wild_bird"
"H5N1 HPAI",54.386,9.064922,"Confirmed","Wild","Strigidae (Unidentified):Strigidae (Incognita)(Strigidae)",2022-01-31,"wild_bird"
"H5N1 HPAI",53.773,9.657,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.616651,9.771475,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.655,9.615,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.783,9.759,"Confirmed","Wild","Gruidae (Unidentified):Gruidae (Incognita)(Gruidae)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.768,9.624,"Confirmed","Wild","Anatidae (Incognita)",2022-01-06,"wild_bird"
"H5N1 HPAI",53.683,9.669,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.513,9.556,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-07,"wild_bird"
"H5N1 HPAI",54.205,9.106,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.926,10.001,"Confirmed","Wild","Swan",2022-01-15,"wild_bird"
"H5N1 HPAI",53.555211,10.765201,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.863,9.437,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.952,9.497,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.742,9.468,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",54.001362,9.36636,"Confirmed","Wild","Anatidae (Incognita)",2022-01-11,"wild_bird"
"H5N1 HPAI",53.861,9.328,"Confirmed","Wild","Anatidae (Incognita)",2022-01-08,"wild_bird"
"H5N1 HPAI",54.266913,9.584761,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",53.803,10.113,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.169,10.046,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",53.903,9.896,"Confirmed","Wild","Anatidae (Incognita)",2022-01-14,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Accipitridae (Unidentified):Accipitridae (Incognita)(Accipitridae)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.13,8.864,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-17,"wild_bird"
"H5N1 HPAI",54.069,9.939,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",53.867,10.261,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",53.863,9.322,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.001,9.382,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.431613,10.352485,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-14,"wild_bird"
"H5N1 HPAI",54.153,10.448,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-14,"wild_bird"
"H5N1 HPAI",54.216,10.875,"Confirmed","Wild","Anatidae (Incognita)",2022-01-17,"wild_bird"
"H5N1 HPAI",54.582,8.915,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-17,"wild_bird"
"H5N1 HPAI",54.005,10.039,"Confirmed","Wild","Strigidae (Unidentified):Strigidae (Incognita)(Strigidae)",2022-01-06,"wild_bird"
"H5N1 HPAI",45.608482,18.799863,"Confirmed","Wild","Greater White-Fronted Goose (Anser Albifrons)",2022-01-20,"wild_bird"
"H5N1 HPAI",44.606272,27.327048,"Confirmed","Wild","Whooper Swan:cygnus Cygnus(Anatidae)",2022-02-09,"wild_bird"
"H5N1 HPAI",46.9313,26.3442,"Confirmed","Wild","Mute Swan:cygnus Olor(Anatidae)",2022-02-07,"wild_bird"
"H5N1 HPAI",45.089934,9.380432,"Confirmed","Domestic","Unspecified Bird",2022-02-08,"poultry"
"H5N1 HPAI",26.415,87.31,"Confirmed","Domestic","Unspecified Bird",2022-01-30,"poultry"
"H5N1 HPAI",15.74,108.309,"Confirmed","Domestic","Unspecified Bird",2022-01-28,"poultry"
"H5N1 HPAI",16.719,107.22,"Confirmed","Domestic","Unspecified Bird",2021-12-28,"poultry"
"H5N1 HPAI",17.19,106.736,"Confirmed","Domestic","Unspecified Bird",2022-01-31,"poultry"
"H5N1 HPAI",21.157,105.403,"Confirmed","Domestic","Unspecified Bird",2022-02-07,"poultry"
"H5N1 HPAI",15.815,108.289,"Confirmed","Domestic","Unspecified Bird",2022-01-30,"poultry"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-18,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-25,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-20,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Anatidae (Incognita)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-28,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Charadriidae (Unidentified):Charadriidae (Incognita)(Charadriidae)",2022-01-13,"wild_bird"
"H5N1 HPAI",54.47,9.513889,"Confirmed","Wild","Laridae (Unidentified):Laridae (Incognita)(Laridae)",2022-01-17,"wild_bird"
"H5N1 HPAI",39.1,-75.5,"Confirmed","Wild","American Wigeon",2022-02-09,"wild_bird"
"H5N1 HPAI",32.84,-80.65,"Confirmed","Wild","American Wigeon",2022-01-13,"wild_bird"
"H5N1 HPAI",32.84,-80.65,"Confirmed","Wild","Teal",2022-01-13,"wild_bird"
"H5N1 HPAI",32.0906,130.3532,"Confirmed","Wild","Northern Pintail (Anas Acuta)",2022-11-14,"wild_bird"
"H5N1 HPAI",35.41,-76.15,"Confirmed","Wild","American Wigeon",2022-01-20,"wild_bird"
